filename,augmentation,duration,sample_rate,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_rolloff_mean,spectral_rolloff_std,energy_mean,energy_std,zero_crossing_rate,spectral_centroid
Antony_Voice 1_original.wav,original,3.7533333333333334,48000,-520.9768676757812,79.45133972167969,123.3521957397461,49.93914031982422,47.812461853027344,20.820369720458984,16.34992790222168,24.604379653930664,-9.564922332763672,25.574777603149414,1.7991596460342407,10.272956848144531,1.0582720041275024,12.135712623596191,-14.183353424072266,6.979930400848389,-18.209566116333008,9.56165599822998,-5.386537075042725,11.795222282409668,-3.585902214050293,11.664146423339844,2.9504282474517822,6.411003589630127,-0.5232554078102112,8.192502975463867,3835.4270241477275,2894.852185241125,0.010862109,0.020377852,0.04617725719105114,2422.4007240422525
Antony_Voice 1_pitch_up.wav,pitch_shift_+2,3.7533333333333334,48000,-553.1193237304688,82.5352554321289,123.2360610961914,50.62406539916992,43.40568161010742,19.46441078186035,8.675905227661133,23.342004776000977,-12.830931663513184,25.95146369934082,1.7990349531173706,11.894759178161621,-4.735330581665039,10.10914134979248,-18.369600296020508,8.393665313720703,-11.915414810180664,10.101030349731445,0.5643263459205627,8.111255645751953,-0.6770954132080078,14.146444320678711,3.9241645336151123,11.349138259887695,-6.217394828796387,8.4031982421875,4535.422585227273,3236.9948210495527,0.007569492,0.014304623,0.054025823419744316,2743.752061425199
Antony_Voice 1_pitch_down.wav,pitch_shift_-2,3.7533333333333334,48000,-558.8079833984375,75.53313446044922,112.33615112304688,48.634315490722656,48.425174713134766,22.434886932373047,24.240520477294922,27.033716201782227,-4.32390022277832,23.324281692504883,1.3346130847930908,13.742568016052246,6.354759216308594,12.1228609085083,-5.569141864776611,8.67043685913086,-17.456518173217773,8.932104110717773,-10.560434341430664,11.574217796325684,-6.716517925262451,7.108935832977295,-2.1350746154785156,10.988114356994629,5.374507904052734,9.771758079528809,3702.9918323863635,2605.97068890753,0.007240543,0.01368691,0.04547812721946023,2225.9290883268714
Antony_Voice 1_faster.wav,time_stretch_1.2x,3.1277708333333334,48000,-575.5219116210938,86.9680404663086,137.06993103027344,49.03791809082031,45.18109893798828,22.106164932250977,15.161016464233398,26.055463790893555,-10.732939720153809,26.961944580078125,3.4119882583618164,10.92540168762207,1.8064466714859009,12.074399948120117,-14.435600280761719,7.65287446975708,-18.51821517944336,10.345568656921387,-3.3659915924072266,12.043763160705566,-3.028160810470581,13.396512985229492,3.6685516834259033,6.771740436553955,-0.3553965091705322,8.666695594787598,4027.5829081632655,2899.651774617877,0.007085719,0.012412188,0.04678531568877551,2451.7471565832043
Antony_Voice 1_slower.wav,time_stretch_0.8x,4.691666666666666,48000,-548.9749755859375,76.25896453857422,112.2818603515625,49.266334533691406,46.826656341552734,19.595714569091797,18.27345848083496,24.064743041992188,-8.113677024841309,25.86215591430664,0.7844182848930359,10.93879222869873,-0.005172313190996647,12.331145286560059,-14.109411239624023,6.905066967010498,-17.450611114501953,9.396102905273438,-5.515064716339111,11.168975830078125,-3.9530723094940186,11.558306694030762,2.8474771976470947,5.794464588165283,-0.012685568071901798,8.640951156616211,3905.1136363636365,2913.8781942621727,0.007150989,0.013598935,0.04808238636363636,2438.945629416836
Antony_Voice 1_noisy.wav,background_noise,3.7533333333333334,48000,-326.7931756214948,36.08219817113969,25.383004565225942,36.226818637360516,18.02121655798308,15.406245006397883,10.532387491924938,14.212468362014016,0.3546074448220977,12.211035110189103,-1.0223771754671012,8.132198332741693,-2.546461767723428,7.298687141001221,-7.109898653201779,5.941712206427917,-7.284921545303322,6.6469598012787054,-5.2828628094058665,6.6878509926072915,-5.541253237982036,6.154368200218461,-2.694195337946028,4.538052857055374,-0.9210753262844878,6.206031104555326,19090.176669034092,2739.4903628396987,0.013567844,0.019317294,0.3841580477627841,10489.385366786091
Antony_Voice 2_original.wav,original,3.796,48000,-508.2091369628906,92.3677978515625,135.6489715576172,56.1875114440918,36.79218673706055,27.915037155151367,27.400835037231445,21.407514572143555,-3.7134814262390137,20.8338623046875,-13.308349609375,17.480224609375,1.5055283308029175,9.862979888916016,5.044371128082275,11.616288185119629,-8.942220687866211,9.028790473937988,-10.076756477355957,9.91651439666748,-0.20744512975215912,11.199077606201172,5.629397869110107,10.48595142364502,-3.1970272064208984,10.533576011657715,5071.51948735955,3648.3234606518554,0.015074079,0.027029078,0.04835767424508427,2619.1022084653778
Antony_Voice 2_pitch_up.wav,pitch_shift_+2,3.796,48000,-536.1832275390625,94.8501205444336,130.28831481933594,55.880149841308594,34.250301361083984,25.355228424072266,20.919422149658203,20.903005599975586,-12.152552604675293,23.452362060546875,-12.793085098266602,15.324238777160645,4.329316139221191,9.257100105285645,-1.0767319202423096,10.198638916015625,-13.157308578491211,10.727249145507812,-5.612277030944824,10.98411750793457,5.160111904144287,10.938838958740234,3.5016489028930664,9.5931978225708,0.0017279292223975062,9.335399627685547,5808.418188202248,4239.300878866702,0.010628006,0.018558482,0.05772554204705056,2966.872500679963
Antony_Voice 2_pitch_down.wav,pitch_shift_-2,3.796,48000,-549.86181640625,89.98383331298828,130.6674041748047,54.66077423095703,38.100181579589844,29.611970901489258,33.063453674316406,22.780616760253906,4.258082866668701,18.028959274291992,-12.853035926818848,19.221845626831055,-3.1263856887817383,11.612324714660645,7.3866047859191895,11.508867263793945,-3.183133602142334,8.727156639099121,-10.639678955078125,8.112360954284668,-6.894103527069092,8.92210578918457,3.5704586505889893,11.774374008178711,0.35268616676330566,10.202912330627441,4608.62886235955,3320.8701911228973,0.010356219,0.017988216,0.04546227615870786,2338.770325094692
Antony_Voice 2_faster.wav,time_stretch_1.2x,3.1633333333333336,48000,-539.6919555664062,90.91021728515625,129.9340057373047,53.9948844909668,36.61438751220703,26.68562889099121,26.703231811523438,21.942399978637695,-5.222042083740234,20.52674102783203,-14.579449653625488,18.259105682373047,1.399263858795166,10.091114044189453,5.783008098602295,11.26739501953125,-7.962555408477783,9.123566627502441,-8.977754592895508,10.085993766784668,0.06442815810441971,11.166707992553711,5.09798002243042,10.740493774414062,-3.0711920261383057,11.73005199432373,5084.122474747474,3673.6715913388393,0.009803578,0.017230153,0.048341487794612795,2612.0402858808375
